Time,Upper_Arm_Length,Upper_Arm_Phi,Upper_Arm_Theta,Forearm_Arm_Length,Forearm_Phi,Forearm_Theta,Hand_Arm_Length,Hand_Phi,Hand_Theta
21.2509999275208,2,98.1818030454712,111.514442691858,1.5,98.1818030454712,111.514442691858,0.5,98.1818030454712,111.514442691858
21.3510000705719,2,107.074585752686,153.442112157304,1.5,107.074585752686,153.442112157304,0.5,107.074585752686,153.442112157304
21.4509999752045,2,107.020130145081,-155.179739602912,1.5,107.020130145081,-155.179739602912,0.5,107.020130145081,-155.179739602912
21.5510001182556,2,107.714334150513,-96.9036162080686,1.5,107.714334150513,-96.9036162080686,0.5,107.714334150513,-96.9036162080686
21.6510000228882,2,106.434277400024,-24.2723083572382,1.5,106.434277400024,-24.2723083572382,0.5,106.434277400024,-24.2723083572382
21.7509999275208,2,101.501635267456,87.8802054842405,1.5,101.501635267456,87.8802054842405,0.5,101.501635267456,87.8802054842405
21.8510000705719,2,103.130123913391,-158.286778995972,1.5,103.130123913391,-158.286778995972,0.5,103.130123913391,-158.286778995972
21.9509999752045,2,110.803045014771,-73.3987905946553,1.5,110.803045014771,-73.3987905946553,0.5,110.803045014771,-73.3987905946553
22.0510001182556,2,123.643649290283,-3.14133910896838,1.5,123.643649290283,-3.14133910896838,0.5,123.643649290283,-3.14133910896838
22.1510000228882,2,135.734194065674,48.5338455061553,1.5,135.734194065674,48.5338455061553,0.5,135.734194065674,48.5338455061553
22.2509999275208,2,182.860412859924,79.3812508358319,1.5,182.860412859924,79.3812508358319,0.5,182.860412859924,79.3812508358319
22.3510000705719,2,264.1896528349,90.686859987793,1.5,264.1896528349,90.686859987793,0.5,264.1896528349,90.686859987793
22.4509999752045,2,262.673995088013,88.6314784816177,1.5,262.673995088013,88.6314784816177,0.5,262.673995088013,88.6314784816177
22.5510001182556,2,204.515406165894,85.3891808524235,1.5,204.515406165894,85.3891808524235,0.5,204.515406165894,85.3891808524235
22.6510000228882,2,153.979902364929,82.3237304812193,1.5,153.979902364929,82.3237304812193,0.5,153.979902364929,82.3237304812193
22.7509999275208,2,123.120091520508,79.6163186263071,1.5,123.120091520508,79.6163186263071,0.5,123.120091520508,79.6163186263071
22.8510000705719,2,101.90900240918,74.8878059846639,1.5,101.90900240918,74.8878059846639,0.5,101.90900240918,74.8878059846639
22.9509999752045,2,91.6980860227661,71.1881042471323,1.5,91.6980860227661,71.1881042471323,0.5,91.6980860227661,71.1881042471323
23.0510001182556,2,89.4189298597412,67.8219752882857,1.5,89.4189298597412,67.8219752882857,0.5,89.4189298597412,67.8219752882857
23.1510000228882,2,89.3735735181885,65.0314810123095,1.5,89.3735735181885,65.0314810123095,0.5,89.3735735181885,65.0314810123095
23.2509999275208,2,89.3501954038696,63.0902319671652,1.5,89.3501954038696,63.0902319671652,0.5,89.3501954038696,63.0902319671652
23.3510000705719,2,89.4470675901489,60.9641101917561,1.5,89.4470675901489,60.9641101917561,0.5,89.4470675901489,60.9641101917561
23.4509999752045,2,89.4280291257935,63.4370348222726,1.5,89.4280291257935,63.4370348222726,0.5,89.4280291257935,63.4370348222726
23.5510001182556,2,89.4589666303711,73.065170004646,1.5,89.4589666303711,73.065170004646,0.5,89.4589666303711,73.065170004646
